cve_concatenada,sequia,racha,full_date_start_racha,full_date_end_racha,racha_meses
29047,D1,14,2008-09-30,2009-10-31,13.010534097209389
29047,D2,5,2023-02-28,2023-05-15,2.496971190373519
29047,D3,1,2011-06-30,2011-06-30,0.0
29047,Sin sequia,75,2013-03-31,2016-09-30,42.021396743259615
29048,D0,7,2003-01-31,2003-07-31,5.946734019179039
29048,D1,13,2008-10-31,2009-10-31,11.992032690609664
29048,D2,1,2011-06-30,2011-06-30,0.0
29048,Sin sequia,85,2013-06-30,2017-04-15,45.504014456148994
29049,D0,7,2003-01-31,2003-07-31,5.946734019179039
29049,D1,13,2008-10-31,2009-10-31,11.992032690609664
29049,D2,1,2006-03-31,2006-03-31,0.0
29049,Sin sequia,85,2013-06-30,2017-04-15,45.504014456148994
29050,D0,7,2003-01-31,2003-07-31,5.946734019179039
29050,D1,13,2008-10-31,2009-10-31,11.992032690609664
29050,D2,1,2011-06-30,2011-06-30,0.0
29050,Sin sequia,84,2013-06-30,2017-03-31,45.01119119489107
29051,D0,7,2003-01-31,2003-07-31,5.946734019179039
29051,D1,13,2008-10-31,2009-10-31,11.992032690609664
29051,D2,1,2011-06-30,2011-06-30,0.0
29051,Sin sequia,85,2013-06-30,2017-04-15,45.504014456148994
29052,D0,7,2003-01-31,2003-07-31,5.946734019179039
29052,D1,13,2008-10-31,2009-10-31,11.992032690609664
29052,D2,1,2011-06-30,2011-06-30,0.0
29052,Sin sequia,81,2013-06-30,2017-02-15,43.56557629520113
29053,D0,7,2003-01-31,2003-07-31,5.946734019179039
29053,D1,13,2008-10-31,2009-10-31,11.992032690609664
29053,D2,1,2011-06-30,2011-06-30,0.0
29053,Sin sequia,85,2013-06-30,2017-04-15,45.504014456148994
29054,D0,7,2003-01-31,2003-07-31,5.946734019179039
29054,D1,12,2008-11-30,2009-10-31,11.006386168093801
29054,D2,1,2011-06-30,2011-06-30,0.0
29054,Sin sequia,85,2013-06-30,2017-04-15,45.504014456148994
29055,D0,16,2022-06-30,2023-02-15,7.556623339288281
29055,D1,13,2008-10-31,2009-10-31,11.992032690609664
29055,D2,5,2023-02-28,2023-05-15,2.496971190373519
29055,D3,1,2011-06-30,2011-06-30,0.0
29055,Sin sequia,81,2013-06-30,2017-02-15,43.56557629520113
29056,D0,7,2003-01-31,2003-07-31,5.946734019179039
29056,D1,13,2008-10-31,2009-10-31,11.992032690609664
29056,D2,1,2006-03-31,2006-03-31,0.0
29056,Sin sequia,85,2013-06-30,2017-04-15,45.504014456148994
29057,D0,7,2003-01-31,2003-07-31,5.946734019179039
29057,D1,13,2008-10-31,2009-10-31,11.992032690609664
29057,D2,1,2011-06-30,2011-06-30,0.0
29057,Sin sequia,86,2013-06-30,2017-04-30,45.996837717406926
29058,D0,7,2003-01-31,2003-07-31,5.946734019179039
29058,D1,12,2008-11-30,2009-10-31,11.006386168093801
29058,D2,1,2011-06-30,2011-06-30,0.0
29058,Sin sequia,85,2013-06-30,2017-04-15,45.504014456148994
29059,D0,7,2003-01-31,2003-07-31,5.946734019179039
29059,D1,12,2008-11-30,2009-10-31,11.006386168093801
29059,D2,1,2011-06-30,2011-06-30,0.0
29059,Sin sequia,85,2013-06-30,2017-04-15,45.504014456148994
29060,D0,7,2003-01-31,2003-07-31,5.946734019179039
29060,D1,13,2008-10-31,2009-10-31,11.992032690609664
29060,D2,1,2011-06-30,2011-06-30,0.0
29060,Sin sequia,85,2013-06-30,2017-04-15,45.504014456148994
30001,D0,9,2008-11-30,2009-07-31,7.983736832378488
30001,D1,7,2004-11-30,2005-05-31,5.979588903262901
30001,D2,1,2011-05-31,2011-05-31,0.0
30001,D3,1,2011-06-30,2011-06-30,0.0
30001,Sin sequia,42,2016-10-15,2018-06-30,20.468592784246084
30002,D0,9,2008-11-30,2009-07-31,7.983736832378488
30002,D1,7,2004-11-30,2005-05-31,5.979588903262901
30002,D2,1,2011-05-31,2011-05-31,0.0
30002,D3,1,2011-06-30,2011-06-30,0.0
30002,Sin sequia,46,2016-08-15,2018-06-30,22.47274071336167
30003,D0,6,2004-06-30,2004-11-30,5.0267972648309
30003,D1,6,2004-12-31,2005-05-31,4.9610874966631755
30003,D2,8,2019-10-31,2020-02-15,3.5154725969732437
30003,D3,6,2019-07-31,2019-10-15,2.496971190373519
30003,Sin sequia,19,2011-09-30,2013-03-31,18.004476477956427
30004,D0,9,2008-11-30,2009-07-31,7.983736832378488
30004,D1,7,2004-11-30,2005-05-31,5.979588903262901
30004,D2,3,2019-07-15,2019-08-15,1.0185014065997249
30004,D3,4,2019-08-31,2019-10-15,1.4784697837737941
30004,Sin sequia,24,2012-01-31,2013-12-31,22.998418858703463
30005,D0,15,2014-02-15,2014-09-15,6.965235425778763
30005,D1,7,2004-11-30,2005-05-31,5.979588903262901
30005,D2,4,2010-03-31,2010-06-30,2.9897944516314503
30005,D3,6,2019-08-15,2019-10-31,2.529826074457381
30005,Sin sequia,29,2011-09-30,2014-01-31,28.058071007618228
30006,D0,11,2019-01-31,2019-06-30,4.928232612579314
30006,D1,18,2019-07-15,2020-03-31,8.542269861804144
30006,D2,1,2011-07-31,2011-07-31,0.0
30006,D3,1,2011-06-30,2011-06-30,0.0
30006,Sin sequia,116,2011-09-30,2017-09-15,71.52508265056777
30007,D0,17,2016-09-15,2017-05-15,7.950881948294626
30007,D1,7,2004-11-30,2005-05-31,5.979588903262901
30007,D2,11,2019-07-31,2019-12-31,5.0267972648309
30007,D3,1,2011-06-30,2011-06-30,0.0
30007,Sin sequia,24,2012-01-31,2013-12-31,22.998418858703463
30008,D0,18,2015-07-31,2016-04-15,8.509414977720281
30008,D1,6,2019-09-15,2019-11-30,2.496971190373519
30008,D2,2,2008-05-31,2008-06-30,0.9856465225158627
30008,D3,1,2011-06-30,2011-06-30,0.0
30008,Sin sequia,16,2012-01-31,2013-04-30,14.948972258157252
30009,D0,9,2008-11-30,2009-07-31,7.983736832378488
30009,D1,7,2004-11-30,2005-05-31,5.979588903262901
30009,D2,2,2018-08-31,2018-09-15,0.49282326125793136
30009,D3,3,2019-09-15,2019-10-15,0.9856465225158627
30009,Sin sequia,62,2012-01-31,2015-08-15,42.448510236349826
30010,D0,7,2003-01-31,2003-07-31,5.946734019179039
30010,D1,6,2008-04-30,2008-09-30,5.0267972648309
30010,D2,2,2022-04-30,2022-05-15,0.49282326125793136
30010,D3,1,2011-06-30,2011-06-30,0.0
30010,Sin sequia,46,2013-03-31,2015-07-15,27.46668309410871
30011,D0,7,2008-02-29,2008-08-31,6.045298671430625
30011,D1,7,2004-11-30,2005-05-31,5.979588903262901
30011,D2,9,2019-03-31,2019-07-31,4.008295858231175
30011,D3,7,2019-08-15,2019-11-15,3.0226493357153124
30011,Sin sequia,25,2012-01-31,2014-01-31,24.016920265303188
30012,D0,13,2017-03-15,2017-09-15,6.045298671430625
30012,D1,7,2004-11-30,2005-05-31,5.979588903262901
30012,D2,4,2010-03-31,2010-06-30,2.9897944516314503
30012,D3,5,2019-08-15,2019-10-15,2.0041479291155877
30012,Sin sequia,29,2011-09-30,2014-01-31,28.058071007618228
30013,D0,10,2022-07-31,2022-12-15,4.501119119489107
30013,D1,8,2022-12-31,2023-04-30,3.942586090063451
30013,D2,12,2019-10-31,2020-04-15,5.486765642004969
30013,D3,2,2019-09-30,2019-10-15,0.49282326125793136
30013,Sin sequia,19,2009-09-30,2011-03-31,17.971621593872563
30014,D0,13,2017-02-28,2017-08-31,6.045298671430625
30014,D1,13,2019-10-31,2020-04-30,5.979588903262901
30014,D2,4,2019-08-31,2019-10-15,1.4784697837737941
30014,D3,1,2011-06-30,2011-06-30,0.0
30014,Sin sequia,16,2012-01-31,2013-04-30,14.948972258157252
30015,D0,5,2004-06-30,2004-10-31,4.041150742315037
30015,D1,7,2004-11-30,2005-05-31,5.979588903262901
30015,D2,9,2019-03-31,2019-07-31,4.008295858231175
30015,D3,6,2019-08-15,2019-10-31,2.529826074457381
30015,Sin sequia,28,2011-10-31,2014-01-31,27.039569601018503
30016,D0,16,2018-10-31,2019-06-15,7.4580586870366945
30016,D1,7,2004-11-30,2005-05-31,5.979588903262901
30016,D2,4,2016-05-31,2016-07-15,1.4784697837737941
30016,D3,6,2019-08-31,2019-11-15,2.496971190373519
30016,Sin sequia,24,2012-01-31,2013-12-31,22.998418858703463
30017,D0,10,2008-11-30,2009-08-31,9.002238238978213
30017,D1,7,2004-11-30,2005-05-31,5.979588903262901
30017,D2,3,2019-07-15,2019-08-15,1.0185014065997249
30017,D3,4,2019-08-31,2019-10-15,1.4784697837737941
30017,Sin sequia,24,2012-01-31,2013-12-31,22.998418858703463
30018,D0,12,2019-01-31,2019-07-15,5.421055873837245
30018,D1,17,2019-07-31,2020-03-31,8.01659171646235
30018,D2,1,2008-05-31,2008-05-31,0.0
30018,D3,1,2011-06-30,2011-06-30,0.0
30018,Sin sequia,58,2015-10-31,2018-03-15,28.45232961662457
30019,D0,10,2004-08-31,2005-05-31,8.969383354894351
30019,D1,7,2003-01-31,2003-07-31,5.946734019179039
30019,D2,2,2011-06-30,2011-07-31,1.0185014065997249
30019,Sin sequia,106,2014-03-15,2018-07-31,52.53495965009549
30020,D0,10,2004-08-31,2005-05-31,8.969383354894351
30020,D1,7,2003-01-31,2003-07-31,5.946734019179039
30020,D2,1,2008-05-31,2008-05-31,0.0
30020,D3,1,2011-06-30,2011-06-30,0.0
30020,Sin sequia,84,2014-03-31,2017-09-15,41.52857348200168
30021,D0,16,2015-07-31,2016-03-15,7.490913571120557
30021,D1,6,2004-11-30,2005-04-30,4.9610874966631755
30021,D2,4,2019-08-31,2019-10-15,1.4784697837737941
30021,D3,1,2011-06-30,2011-06-30,0.0
30021,Sin sequia,16,2012-01-31,2013-04-30,14.948972258157252
30022,D0,18,2015-07-31,2016-04-15,8.509414977720281
30022,D1,13,2019-10-31,2020-04-30,5.979588903262901
30022,D2,4,2019-08-31,2019-10-15,1.4784697837737941
30022,D3,1,2011-06-30,2011-06-30,0.0
30022,Sin sequia,16,2012-01-31,2013-04-30,14.948972258157252
30023,D0,15,2022-06-30,2023-01-31,7.06380007803035
30023,D1,6,2008-04-30,2008-09-30,5.0267972648309
30023,D2,4,2019-09-15,2019-10-31,1.5113246678576562
30023,D3,1,2011-06-30,2011-06-30,0.0
30023,Sin sequia,47,2013-03-31,2015-07-31,27.992361239450503
30024,D0,26,2016-08-15,2017-08-31,12.517710835951457
30024,D1,7,2004-11-30,2005-05-31,5.979588903262901
30024,D2,4,2016-06-15,2016-07-31,1.5113246678576562
30024,D3,1,2011-06-30,2011-06-30,0.0
30024,Sin sequia,26,2012-01-31,2014-02-15,24.50974352656112
30025,D0,9,2008-11-30,2009-07-31,7.983736832378488
30025,D1,6,2008-04-30,2008-09-30,5.0267972648309
30025,D2,1,2011-05-31,2011-05-31,0.0
30025,D3,1,2011-06-30,2011-06-30,0.0
30025,Sin sequia,53,2014-05-15,2016-07-15,26.021068194418778
30026,D0,9,2008-11-30,2009-07-31,7.983736832378488
30026,D1,7,2004-11-30,2005-05-31,5.979588903262901
30026,D2,1,2011-05-31,2011-05-31,0.0
30026,D3,1,2011-06-30,2011-06-30,0.0
30026,Sin sequia,46,2016-08-15,2018-06-30,22.47274071336167
30027,D0,15,2020-07-15,2021-02-15,7.06380007803035
30027,D1,12,2022-10-31,2023-04-30,5.946734019179039
30027,D2,12,2019-10-31,2020-04-15,5.486765642004969
30027,D3,5,2019-08-15,2019-10-15,2.0041479291155877
30027,Sin sequia,19,2009-09-30,2011-03-31,17.971621593872563
30028,D0,8,2008-02-29,2008-09-30,7.030945193946487
30028,D1,7,2004-11-30,2005-05-31,5.979588903262901
30028,D2,3,2010-03-31,2010-05-31,2.0041479291155877
30028,D3,6,2019-08-31,2019-11-15,2.496971190373519
30028,Sin sequia,24,2012-01-31,2013-12-31,22.998418858703463
30029,D0,18,2015-07-31,2016-04-15,8.509414977720281
30029,D1,5,2023-01-31,2023-03-31,1.9384381609478634
30029,D2,2,2008-05-31,2008-06-30,0.9856465225158627
30029,D3,1,2011-06-30,2011-06-30,0.0
30029,Sin sequia,19,2009-09-30,2011-03-31,17.971621593872563
30030,D0,10,2004-08-31,2005-05-31,8.969383354894351
30030,D1,7,2003-01-31,2003-07-31,5.946734019179039
30030,D2,2,2008-05-31,2008-06-30,0.9856465225158627
30030,D3,1,2011-06-30,2011-06-30,0.0
30030,Sin sequia,52,2014-03-31,2016-05-15,25.495390049076985
30031,D0,14,2015-08-31,2016-03-15,6.472412164520832
30031,D1,7,2004-11-30,2005-05-31,5.979588903262901
30031,D2,9,2019-07-31,2019-11-30,4.008295858231175
30031,D3,1,2011-06-30,2011-06-30,0.0
30031,Sin sequia,25,2012-01-31,2014-01-31,24.016920265303188
30032,D0,14,2022-07-31,2023-02-15,6.538121932688556
30032,D1,7,2004-11-30,2005-05-31,5.979588903262901
30032,D2,12,2019-11-15,2020-04-30,5.486765642004969
30032,D3,7,2019-07-31,2019-10-31,3.0226493357153124
30032,Sin sequia,14,2011-09-30,2012-10-31,13.04338898129325
30033,D0,15,2008-05-31,2009-07-31,13.996180619725251
30033,D1,11,2022-11-15,2023-04-30,5.453910757921107
30033,D2,14,2019-02-15,2019-08-31,6.472412164520832
30033,D3,9,2019-09-15,2020-01-15,4.008295858231175
30033,Sin sequia,18,2012-01-31,2013-06-30,16.95312018727284
30034,D0,17,2020-07-15,2021-03-15,7.983736832378488
30034,D1,11,2022-11-15,2023-04-30,5.453910757921107
30034,D2,12,2019-10-31,2020-04-15,5.486765642004969
30034,D3,4,2019-08-31,2019-10-15,1.4784697837737941
30034,Sin sequia,19,2009-09-30,2011-03-31,17.971621593872563
30035,D0,16,2020-07-15,2021-02-28,7.490913571120557
30035,D1,11,2022-11-15,2023-04-30,5.453910757921107
30035,D2,12,2019-10-31,2020-04-15,5.486765642004969
30035,D3,2,2011-04-30,2011-05-31,1.0185014065997249
30035,Sin sequia,19,2009-09-30,2011-03-31,17.971621593872563
30036,D0,9,2008-11-30,2009-07-31,7.983736832378488
30036,D1,7,2004-11-30,2005-05-31,5.979588903262901
30036,D2,1,2011-05-31,2011-05-31,0.0
30036,D3,1,2011-06-30,2011-06-30,0.0
30036,Sin sequia,46,2016-08-15,2018-06-30,22.47274071336167
30037,D0,11,2004-08-31,2005-06-30,9.955029877410214
30037,D1,10,2008-11-30,2009-08-31,9.002238238978213
30037,D2,18,2019-02-15,2019-10-31,8.47656009363642
30037,Sin sequia,19,2009-09-30,2011-03-31,17.971621593872563
30038,D0,9,2008-11-30,2009-07-31,7.983736832378488
30038,D1,7,2004-11-30,2005-05-31,5.979588903262901
30038,D2,1,2008-05-31,2008-05-31,0.0
30038,D3,1,2011-06-30,2011-06-30,0.0
30038,Sin sequia,65,2013-03-31,2016-04-30,36.99459947842872
30039,D0,10,2008-10-31,2009-07-31,8.969383354894351
30039,D1,6,2004-12-31,2005-05-31,4.9610874966631755
30039,D2,5,2019-04-15,2019-06-15,2.0041479291155877
30039,D3,8,2019-06-30,2019-10-15,3.5154725969732437
30039,Sin sequia,29,2017-03-15,2018-05-15,13.996180619725251
30040,D0,9,2008-06-30,2009-02-28,7.983736832378488
30040,D1,11,2022-11-15,2023-04-30,5.453910757921107
30040,D2,14,2019-02-15,2019-08-31,6.472412164520832
30040,D3,9,2019-09-15,2020-01-15,4.008295858231175
30040,Sin sequia,15,2012-01-31,2013-03-31,13.963325735641389
30041,D0,11,2016-02-29,2016-07-31,5.0267972648309
30041,D1,7,2003-01-31,2003-07-31,5.946734019179039
30041,D2,4,2019-08-31,2019-10-15,1.4784697837737941
30041,D3,1,2011-06-30,2011-06-30,0.0
30041,Sin sequia,16,2012-01-31,2013-04-30,14.948972258157252
30042,D0,14,2008-06-30,2009-07-31,13.010534097209389
30042,D1,7,2004-11-30,2005-05-31,5.979588903262901
30042,D2,3,2022-04-30,2022-05-31,1.0185014065997249
30042,D3,1,2011-06-30,2011-06-30,0.0
30042,Sin sequia,61,2012-01-31,2015-07-31,41.95568697509189
30043,D0,24,2016-09-15,2017-08-31,11.499209429351732
30043,D1,7,2004-11-30,2005-05-31,5.979588903262901
30043,D2,6,2019-09-15,2019-11-30,2.496971190373519
30043,D3,1,2011-06-30,2011-06-30,0.0
30043,Sin sequia,25,2012-01-31,2014-01-31,24.016920265303188
30044,D0,8,2008-12-31,2009-07-31,6.965235425778763
30044,D1,13,2019-10-31,2020-04-30,5.979588903262901
30044,D2,4,2019-08-31,2019-10-15,1.4784697837737941
30044,D3,1,2011-06-30,2011-06-30,0.0
30044,Sin sequia,16,2012-01-31,2013-04-30,14.948972258157252
30045,D0,13,2017-03-15,2017-09-15,6.045298671430625
30045,D1,7,2004-11-30,2005-05-31,5.979588903262901
30045,D2,2,2011-06-30,2011-07-31,1.0185014065997249
30045,D3,5,2019-08-15,2019-10-15,2.0041479291155877
30045,Sin sequia,29,2011-09-30,2014-01-31,28.058071007618228
30046,D0,9,2008-11-30,2009-07-31,7.983736832378488
30046,D1,7,2004-11-30,2005-05-31,5.979588903262901
30046,D2,2,2008-05-31,2008-06-30,0.9856465225158627
30046,D3,1,2011-06-30,2011-06-30,0.0
30046,Sin sequia,61,2012-01-31,2015-07-31,41.95568697509189
30047,D0,18,2015-07-31,2016-04-15,8.509414977720281
30047,D1,16,2019-09-15,2020-04-30,7.490913571120557
30047,D2,2,2008-05-31,2008-06-30,0.9856465225158627
30047,D3,1,2011-06-30,2011-06-30,0.0
30047,Sin sequia,16,2012-01-31,2013-04-30,14.948972258157252
30048,D0,9,2008-12-31,2009-08-31,7.983736832378488
30048,D1,6,2004-12-31,2005-05-31,4.9610874966631755
30048,D2,4,2010-02-28,2010-05-31,3.0226493357153124
30048,D3,8,2019-06-30,2019-10-15,3.5154725969732437
30048,Sin sequia,19,2011-09-30,2013-03-31,18.004476477956427
30049,D0,7,2003-01-31,2003-07-31,5.946734019179039
30049,D1,7,2004-11-30,2005-05-31,5.979588903262901
30049,D2,11,2019-07-31,2019-12-31,5.0267972648309
30049,D3,1,2011-06-30,2011-06-30,0.0
30049,Sin sequia,24,2012-01-31,2013-12-31,22.998418858703463
30050,D0,9,2004-08-31,2005-04-30,7.950881948294626
30050,D1,16,2008-05-31,2009-08-31,15.014682026324977
30050,D2,12,2019-05-15,2019-10-31,5.552475410172693
30050,Sin sequia,19,2009-09-30,2011-03-31,17.971621593872563
30051,D0,11,2004-08-31,2005-06-30,9.955029877410214
30051,D1,10,2008-11-30,2009-08-31,9.002238238978213
30051,D2,14,2019-02-15,2019-08-31,6.472412164520832
30051,D3,4,2019-09-15,2019-10-31,1.5113246678576562
30051,Sin sequia,19,2009-09-30,2011-03-31,17.971621593872563
30052,D0,11,2019-01-31,2019-06-30,4.928232612579314
30052,D1,7,2003-01-31,2003-07-31,5.946734019179039
30052,D2,2,2011-06-30,2011-07-31,1.0185014065997249
30052,Sin sequia,16,2012-01-31,2013-04-30,14.948972258157252
30053,D0,11,2019-01-31,2019-06-30,4.928232612579314
30053,D1,7,2003-01-31,2003-07-31,5.946734019179039
30053,D2,2,2008-05-31,2008-06-30,0.9856465225158627
30053,D3,1,2011-06-30,2011-06-30,0.0
30053,Sin sequia,16,2012-01-31,2013-04-30,14.948972258157252
30054,D0,10,2008-11-30,2009-08-31,9.002238238978213
30054,D1,7,2004-11-30,2005-05-31,5.979588903262901
30054,D2,7,2019-04-30,2019-07-31,3.0226493357153124
30054,D3,5,2019-08-15,2019-10-15,2.0041479291155877
30054,Sin sequia,29,2011-09-30,2014-01-31,28.058071007618228
30055,D0,7,2004-08-31,2005-02-28,5.946734019179039
30055,D1,12,2022-10-31,2023-04-30,5.946734019179039
30055,D2,8,2017-03-31,2017-07-15,3.4826177128893816
30055,D3,12,2019-10-31,2020-04-15,5.486765642004969
30055,D4,2,2019-09-30,2019-10-15,0.49282326125793136
30055,Sin sequia,19,2009-09-30,2011-03-31,17.971621593872563
30056,D0,6,2004-08-31,2005-01-31,5.0267972648309
30056,D1,11,2022-10-31,2023-03-31,4.9610874966631755
30056,D2,8,2017-03-31,2017-07-15,3.4826177128893816
30056,D3,12,2019-10-31,2020-04-15,5.486765642004969
30056,D4,2,2019-09-30,2019-10-15,0.49282326125793136
30056,Sin sequia,24,2007-08-31,2009-07-31,22.998418858703463
30057,D0,9,2008-11-30,2009-07-31,7.983736832378488
30057,D1,7,2004-11-30,2005-05-31,5.979588903262901
30057,D2,3,2019-09-15,2019-10-15,0.9856465225158627
30057,D3,1,2011-06-30,2011-06-30,0.0
30057,Sin sequia,62,2012-01-31,2015-08-15,42.448510236349826
30058,D0,7,2003-01-31,2003-07-31,5.946734019179039
30058,D1,12,2022-10-31,2023-04-30,5.946734019179039
30058,D2,8,2019-02-15,2019-05-31,3.4497628288055195
30058,D3,17,2019-08-15,2020-04-15,8.01659171646235
30058,Sin sequia,19,2009-09-30,2011-03-31,17.971621593872563
30059,D0,12,2021-02-28,2021-08-15,5.519620526088832
30059,D1,6,2004-12-31,2005-05-31,4.9610874966631755
30059,D2,4,2010-02-28,2010-05-31,3.0226493357153124
30059,D3,8,2019-06-30,2019-10-15,3.5154725969732437
30059,Sin sequia,19,2011-09-30,2013-03-31,18.004476477956427
30060,D0,10,2022-07-31,2022-12-15,4.501119119489107
30060,D1,8,2022-12-31,2023-04-30,3.942586090063451
30060,D2,12,2019-10-31,2020-04-15,5.486765642004969
30060,D3,2,2019-09-30,2019-10-15,0.49282326125793136
30060,Sin sequia,19,2009-09-30,2011-03-31,17.971621593872563
30061,D0,10,2008-10-31,2009-07-31,8.969383354894351
30061,D1,5,2005-01-31,2005-05-31,3.942586090063451
30061,D2,8,2019-02-28,2019-06-15,3.5154725969732437
30061,D3,5,2019-06-30,2019-08-31,2.0370028131994498
30061,D4,3,2019-09-15,2019-10-15,0.9856465225158627
30061,Sin sequia,17,2011-09-30,2013-01-31,16.066038317008562
30062,D0,8,2008-12-31,2009-07-31,6.965235425778763
30062,D1,13,2019-10-31,2020-04-30,5.979588903262901
30062,D2,4,2019-08-31,2019-10-15,1.4784697837737941
30062,D3,1,2011-06-30,2011-06-30,0.0
30062,Sin sequia,16,2012-01-31,2013-04-30,14.948972258157252
30063,D0,11,2020-07-15,2020-12-15,5.0267972648309
30063,D1,11,2022-11-15,2023-04-30,5.453910757921107
30063,D2,12,2019-10-31,2020-04-15,5.486765642004969
30063,D3,2,2011-04-30,2011-05-31,1.0185014065997249
30063,Sin sequia,19,2009-09-30,2011-03-31,17.971621593872563
30064,D0,11,2004-08-31,2005-06-30,9.955029877410214
30064,D1,16,2008-05-31,2009-08-31,15.014682026324977
30064,D2,11,2019-05-15,2019-10-15,5.0267972648309
30064,Sin sequia,19,2009-09-30,2011-03-31,17.971621593872563
30065,D0,9,2008-11-30,2009-07-31,7.983736832378488
30065,D1,7,2004-11-30,2005-05-31,5.979588903262901
30065,D2,5,2019-10-31,2019-12-31,2.0041479291155877
30065,D3,4,2019-08-31,2019-10-15,1.4784697837737941
30065,Sin sequia,24,2012-01-31,2013-12-31,22.998418858703463
30066,D0,7,2003-01-31,2003-07-31,5.946734019179039
30066,D1,10,2008-11-30,2009-08-31,9.002238238978213
30066,D2,29,2019-02-15,2020-04-15,13.963325735641389
30066,Sin sequia,19,2009-09-30,2011-03-31,17.971621593872563
30067,D0,10,2004-08-31,2005-05-31,8.969383354894351
30067,D1,16,2008-05-31,2009-08-31,15.014682026324977
30067,D2,18,2019-02-15,2019-10-31,8.47656009363642
30067,Sin sequia,44,2013-03-31,2015-06-15,26.481036571592846
30068,D0,8,2008-12-31,2009-07-31,6.965235425778763
30068,D1,13,2019-10-31,2020-04-30,5.979588903262901
30068,D2,4,2019-08-31,2019-10-15,1.4784697837737941
30068,D3,1,2011-06-30,2011-06-30,0.0
30068,Sin sequia,16,2012-01-31,2013-04-30,14.948972258157252
30069,D0,11,2008-04-30,2009-02-28,9.987884761494076
30069,D1,11,2019-11-15,2020-04-15,4.993942380747038
30069,D2,9,2019-05-15,2019-09-15,4.041150742315037
30069,D3,2,2019-09-30,2019-10-15,0.49282326125793136
30069,Sin sequia,64,2012-01-31,2015-09-15,43.467011642949544
30070,D0,14,2017-08-15,2018-02-28,6.472412164520832
30070,D1,10,2022-08-31,2023-01-15,4.501119119489107
30070,D2,12,2019-11-30,2020-05-15,5.486765642004969
30070,D3,6,2019-04-30,2019-07-15,2.496971190373519
30070,D4,6,2019-07-31,2019-10-15,2.496971190373519
30070,Sin sequia,19,2011-09-30,2013-03-31,18.004476477956427
30071,D0,25,2016-08-31,2017-08-31,11.992032690609664
30071,D1,4,2005-01-31,2005-04-30,2.924084683463726
30071,D2,6,2019-07-31,2019-10-15,2.496971190373519
30071,D3,1,2011-06-30,2011-06-30,0.0
30071,Sin sequia,32,2014-03-31,2015-07-15,15.474650403499044
30072,D0,15,2018-10-31,2019-05-31,6.965235425778763
30072,D1,11,2019-08-15,2020-01-15,5.0267972648309
30072,D2,3,2011-04-30,2011-06-30,2.0041479291155877
30072,Sin sequia,58,2013-05-31,2016-02-15,32.52633524302347
30073,D0,12,2015-02-28,2015-08-15,5.519620526088832
30073,D1,7,2004-11-30,2005-05-31,5.979588903262901
30073,D2,12,2019-11-15,2020-04-30,5.486765642004969
30073,D3,7,2019-07-31,2019-10-31,3.0226493357153124
30073,Sin sequia,19,2011-09-30,2013-03-31,18.004476477956427
30074,D0,10,2004-08-31,2005-05-31,8.969383354894351
30074,D1,7,2003-01-31,2003-07-31,5.946734019179039
30074,D2,2,2008-05-31,2008-06-30,0.9856465225158627
30074,D3,1,2011-06-30,2011-06-30,0.0
30074,Sin sequia,26,2012-01-31,2014-02-15,24.50974352656112
30075,D0,9,2008-01-31,2008-09-30,7.983736832378488
30075,D1,7,2004-11-30,2005-05-31,5.979588903262901
30075,D2,4,2010-03-31,2010-06-30,2.9897944516314503
30075,D3,6,2019-08-15,2019-10-31,2.529826074457381
30075,Sin sequia,25,2012-01-31,2014-01-31,24.016920265303188
30076,D0,12,2015-06-30,2015-12-15,5.519620526088832
30076,D1,11,2022-10-31,2023-03-31,4.9610874966631755
30076,D2,10,2019-08-15,2019-12-31,4.533974003572968
30076,D3,2,2011-04-30,2011-05-31,1.0185014065997249
30076,Sin sequia,22,2007-08-31,2009-05-31,20.994270929587877
30077,D0,15,2017-02-15,2017-09-15,6.965235425778763
30077,D1,7,2004-11-30,2005-05-31,5.979588903262901
30077,D2,4,2010-03-31,2010-06-30,2.9897944516314503
30077,D3,6,2019-07-15,2019-09-30,2.529826074457381
30077,Sin sequia,30,2011-09-30,2014-02-15,28.550894268876156
30078,D0,15,2020-07-15,2021-02-15,7.06380007803035
30078,D1,12,2022-10-31,2023-04-30,5.946734019179039
30078,D2,8,2019-12-31,2020-04-15,3.4826177128893816
30078,D3,8,2019-08-31,2019-12-15,3.4826177128893816
30078,Sin sequia,19,2009-09-30,2011-03-31,17.971621593872563
30079,D0,9,2008-11-30,2009-07-31,7.983736832378488
30079,D1,7,2019-07-15,2019-10-15,3.0226493357153124
30079,D2,2,2008-05-31,2008-06-30,0.9856465225158627
30079,D3,1,2011-06-30,2011-06-30,0.0
30079,Sin sequia,64,2013-03-31,2016-04-15,36.501776217170786
30080,D0,8,2008-12-31,2009-07-31,6.965235425778763
30080,D1,13,2019-10-31,2020-04-30,5.979588903262901
30080,D2,4,2019-08-31,2019-10-15,1.4784697837737941
30080,D3,1,2011-06-30,2011-06-30,0.0
30080,Sin sequia,16,2012-01-31,2013-04-30,14.948972258157252
30081,D0,25,2015-07-31,2016-07-31,12.024887574693526
30081,D1,16,2019-09-15,2020-04-30,7.490913571120557
30081,D2,2,2008-05-31,2008-06-30,0.9856465225158627
30081,D3,1,2011-06-30,2011-06-30,0.0
