system:index,01,02,03,04,05,06,07,08,09,10,11,12,CVEGEO,CVE_ENT,NOMGEO,date_year,.geo
0,0.6305374108166065,-0.2619696129533097,0.7459964973568455,-0.5848412258326853,0.22323943661971912,1.6824450112749996,0.6284304184688196,0.13251608073638718,0.3548866955010909,1.4068773335551374,1.5580210990351568,-1.2163943569553808,01,01,Aguascalientes,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,-2.5425880917588373,-2.0714454186337226,2.442837372517682,1.5758408562026593,0.3652416868411125,2.023390347198676,1.1147939497162405,-0.2383263970264082,1.2738045098221946,-0.546045313680354,-0.2004787935386295,-0.23503471788496438,02,02,Baja California,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,-1.1995584218554973,-1.6269873286301673,1.1907163867016768,0.30704233053957725,-0.053633341858073925,0.044210834184076585,0.1821249858787337,-0.9307378614265066,0.5557687445550921,-0.6784051074983778,0.8845833896451454,-0.3926816549642035,03,03,Baja California Sur,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,0.33675003327046016,0.7694833320871672,-0.1290504257913535,-0.9353865275091391,-0.12255740976651298,-0.07248412070287842,-0.19191614339168553,-0.18520459569689326,0.1923291908671067,0.8074119108718464,0.09038509088361221,-1.0130211317975724,04,04,Campeche,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,0.17875017074551453,-1.0818494809336379,-1.9393012650272554,0.1574754175712906,1.1743249050720626,2.3001105183177115,0.6380285197546016,-0.5449522602109098,0.7593393708290486,1.2468387124737519,-0.48323946106148236,-3.361037794519598,05,05,Coahuila de Zaragoza,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,0.1036580647816612,-0.759779488094094,0.008722338834699285,-0.4845527797213172,-0.23223713032701646,0.6672708107539574,0.015859662601236592,-0.26366538164290815,-0.6639042771627018,0.10500098320323194,0.6027417193709339,-0.8450867734013782,06,06,Colima,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,0.27807111758186964,0.40810793648702104,-0.8741148823039343,-0.724024727225349,-0.12344638127989163,-0.020551734587664145,-0.6978274137610451,-0.40472129625970144,-0.32840781292774895,0.27196847555093046,-0.30378612900816987,-0.8735124174136605,07,07,Chiapas,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,-1.362086013516189,-2.0623361291873725,1.191714465679527,0.5124405224894226,0.4218164408759308,1.84574881746497,-1.2641808213164794,-0.41201834922466124,1.243320563115987,0.29150898325752234,0.3709246451005792,-2.7953998273688847,08,08,Chihuahua,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,1.0004348133609189,0.4312004668187376,0.6574043817304137,0.4691238307428444,0.5737580676533527,2.308646402489702,0.6368288154474572,0.7133752409244438,-0.16343111771258745,1.2685586971513465,0.6911023287889246,0.09068979541315349,09,09,Ciudad de M�xico,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0.05381606755319366,-0.8873436640683349,0.7461548824002086,0.10045393527895075,0.6717054130976775,1.4077786079359236,0.17182106167485117,-0.23067052628458853,0.8079871882584587,1.0611730031746316,0.9457208565091527,-2.049261547568475,10,10,Durango,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.8074676816540458,0.008343548117098538,0.24005174010037197,-0.1673282532719751,0.45656674797498004,2.1145498320880898,0.7041503281371182,0.40818870361070425,-0.22318623532265267,1.4321629890028815,1.03245265840602,-1.009990767406986,11,11,Guanajuato,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,1.1204418400278469,0.3732661806225226,0.5493273581501711,0.12415306241757441,0.16036370753033274,1.7468636867860865,0.32590270819373013,0.3589613540842936,-0.2334613903343507,0.7540625210847637,0.744295078834452,0.11037431853031889,12,12,Guerrero,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.736176950923915,0.43738270532313567,0.23329457613246538,0.40185454087575184,0.5901633141310183,2.4229441747725553,0.9673856517770028,0.9546972896401964,-0.2016910504611698,1.8636806119557883,0.6753625586300277,-0.8173629615638879,13,13,Hidalgo,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.320400510413272,-0.48867935566324805,0.33401739445226236,-0.5599235380119907,-0.07131818427279034,1.1400502979744125,0.2517391318840968,-0.13433314932854848,-0.2442665242629633,0.5408628190999636,0.8945922660655846,-1.0256971047913872,14,14,Jalisco,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,1.0484489899097287,0.27004845503793057,0.7230370866497037,0.4943396199669727,0.6204150690206697,2.428267206735978,0.7079161026178963,0.7346713633324592,-0.13796374259058364,1.5216896302438856,0.8303792415877005,-0.02098809532247026,15,15,M�xico,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.6273179610282829,-0.2333887096955958,0.14586037348840997,-0.31809388376102776,0.07512173197642397,1.5435682951843224,0.24859024241809702,0.10551426220824849,-0.496469572077399,0.725367981877821,0.7728992482897874,-0.6560683368833882,16,16,Michoac�n de Ocampo,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.8887040479140866,0.42656845800995785,0.5608630078914765,0.3852960933933357,0.3703782147438,2.1299338029087607,0.3910412726363623,0.6200256527315818,-0.20133633339855153,1.028234363790518,0.6220777625600572,0.013370997195592415,17,17,Morelos,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
