system:index,01,02,03,04,05,06,07,08,09,10,11,12,CVEGEO,CVE_ENT,NOMGEO,date_year,.geo
0,0.47312170452443203,-0.20793033735247496,0.6722740886861459,-0.4665126678695939,0.28486893681612296,1.3254956143822891,0.5770445949024489,0.1349440056254989,0.3550028051488897,1.0630618442081559,1.3610349400145314,-0.9138958197893832,01,01,Aguascalientes,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,-1.6973615560594215,-1.301146947969528,1.3018091875708055,0.8076755556011768,0.260851173430328,1.3686522743594625,1.3375344094622774,-0.19974083659407238,0.9583569407267083,-0.35794231273451493,-0.15824014460040486,-0.13607571864991472,02,02,Baja California,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,-0.9502028940506585,-1.3457242950095436,0.7493793699403845,0.21006373459961208,-0.04974297324446233,0.050389329961848674,0.20822891685218686,-1.1359371456770286,0.690361188613709,-0.6036161965463591,0.7311995702243523,-0.36876281605546946,03,03,Baja California Sur,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,0.37114958975567025,0.8592436200487408,-0.12264253881339814,-1.0615727551149294,-0.15172785554784035,-0.09679229915964171,-0.3856606032597958,-0.4235119013574198,0.3263412212500691,1.4232326435119578,0.12857466708304924,-1.2699365743747426,04,04,Campeche,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,0.08858164202469519,-0.4862588463535975,-0.9284979751112343,0.10497116574180688,0.8332030873374993,1.8523165820739442,0.4249797393628105,-0.40483484719317503,0.5031764103942846,0.8103066912996763,-0.23209502644536312,-1.6049250331615157,05,05,Coahuila de Zaragoza,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,0.14219869177821823,-1.0758692528684932,0.009419096504389518,-0.6588874584165306,-0.39782011817351454,0.7552775884562838,0.014738529675985945,-0.4702776351482199,-0.8926299841705457,0.14112977160335557,0.9642732598764963,-1.2453496074024566,06,06,Colima,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,0.3202786728994473,0.4849060847492284,-0.9236280485583217,-0.9107604055417381,-0.135293580812696,-0.038997894304486885,-1.131611422663579,-0.6878881174036916,-0.456266460149562,0.38099535850840516,-0.32752525221574447,-1.089934756685404,07,07,Chiapas,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,-0.8070845215468306,-1.285697508295234,0.6521331409963255,0.31740901617232814,0.33496737978100605,1.550565125729793,-0.9716134921212198,-0.32853954177742356,1.0107397880540967,0.19011667933666535,0.23897266804828945,-1.622086856597927,08,08,Chihuahua,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,0.9791554325676576,0.5057804729733287,0.8150534886292434,0.4152777658449809,0.8131698362330599,1.9072160052346907,0.8702383247654057,0.9097376485076151,-0.17068635948189284,1.2190491997959658,0.7820684638700748,0.125720559414096,09,09,Ciudad de M�xico,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0.02130420822016813,-0.630058667972604,0.6074291013639036,0.08002458184090987,0.7291663077500129,1.308159107375628,0.14134496138674285,-0.21658546591192912,0.7842666006846675,0.8104418271065739,0.6417762224757079,-1.2802732484121915,10,10,Durango,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.7171660282573871,-0.0055660727955220484,0.2487422511505138,-0.14840354740237163,0.6195219557843055,1.7834594953461924,0.6933167690693472,0.48766411268275894,-0.23435383779147934,1.2307295319987768,1.0430072530962453,-0.994258186772855,11,11,Guanajuato,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,1.5816919374270784,0.5503826183843098,0.8026594121812693,0.13684221744239497,0.2690768378070232,1.927632701776071,0.5975868439356143,0.5201855995604681,-0.2786915668713184,0.9727950521787708,1.0657870665207665,0.1774171618322261,12,12,Guerrero,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.6776890508888286,0.42003631821665066,0.2401417152960622,0.36220514135005183,0.7913240165985539,2.157824052511546,1.0598576041328924,1.0528759495598585,-0.19800299132017019,1.6631410640890825,0.6655276807326777,-0.8417848690081559,13,13,Hidalgo,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.3341696858259676,-0.5540169583376268,0.3607848891089789,-0.5817499463909104,-0.12277825202348355,1.0809152430608668,0.2833971437936544,-0.23837671900687035,-0.3245549307598013,0.49789459744371656,1.0486670128223576,-1.1146098399924769,14,14,Jalisco,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,1.0604977813331682,0.3204310928355308,0.8790756689792492,0.43906020349105906,0.8432730814470945,2.0429146791301878,0.9356008918906623,0.9236716829232569,-0.14582656656514553,1.4407103751006745,0.9815552481377051,-0.009021017640054651,15,15,M�xico,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.7698310708016612,-0.33527752156331597,0.18914380470779332,-0.38092426638679633,0.11031020217935059,1.531280383428325,0.33728686471025315,0.14316400044619185,-0.5987425392633052,0.7770661637192819,1.0100294950902653,-0.9539436759597871,16,16,Michoac�n de Ocampo,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.9271699234208296,0.5469337762189004,0.7018425995704473,0.37368012291755415,0.5449171820784138,1.884701796694347,0.5533114751364858,0.8370632892501797,-0.21478423967213006,1.0726236222021919,0.766568598675074,0.02048797503510447,17,17,Morelos,1960.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
