date_year,nombre_estado,anomaly_tmmx_mean
1999-06-30,Michoacán,0.6849013392538498
1999-06-30,Morelos,0.6825647976042969
1999-06-30,Nayarit,0.5574951218113764
1999-06-30,Nuevo León,1.1278209960679386
1999-06-30,Oaxaca,0.4548341076349356
1999-06-30,Puebla,0.7975110374254699
1999-06-30,Querétaro,1.0012543468628738
1999-06-30,Quintana Roo,-0.2430537853203703
1999-06-30,San Luis Potosí,1.0494517772577816
1999-06-30,Sinaloa,0.6765707648015206
1999-06-30,Sonora,0.494848023579205
1999-06-30,Tabasco,0.1678412482963748
1999-06-30,Tamaulipas,1.1681731417667212
1999-06-30,Tlaxcala,0.9013360568821316
1999-06-30,Veracruz,0.7580088897664533
1999-06-30,Yucatán,-0.3839728934257942
1999-06-30,Zacatecas,0.8603629912520826
2000-06-30,Aguascalientes,0.9851048598018564
2000-06-30,Baja California,-0.1410460979666053
2000-06-30,Baja California Sur,0.3909808471698669
2000-06-30,Campeche,0.2921701647283599
2000-06-30,Coahuila,0.929949629526014
2000-06-30,Colima,0.613221953175137
2000-06-30,Chiapas,0.6982966620453923
2000-06-30,Chihuahua,0.7279459139290027
2000-06-30,Ciudad de México,0.7934732315998573
2000-06-30,Durango,0.6903921601922605
2000-06-30,Guanajuato,1.107069184092724
2000-06-30,Guerrero,0.6369599362809167
2000-06-30,Hidalgo,1.022378079978173
2000-06-30,Jalisco,0.6985684352793178
2000-06-30,Estado de México,0.8804392168049924
2000-06-30,Michoacán,0.8154940746000082
2000-06-30,Morelos,0.7617723618991723
2000-06-30,Nayarit,0.5850724006421646
2000-06-30,Nuevo León,1.0463849557777647
2000-06-30,Oaxaca,0.648791220552352
2000-06-30,Puebla,0.85534913231109
2000-06-30,Querétaro,1.0931715315726591
2000-06-30,Quintana Roo,0.1460378122635815
2000-06-30,San Luis Potosí,1.1018639747977277
2000-06-30,Sinaloa,0.5117573625037151
2000-06-30,Sonora,0.5007985929645185
2000-06-30,Tabasco,0.6191392306926295
2000-06-30,Tamaulipas,1.1145017010964662
2000-06-30,Tlaxcala,0.9175418872125204
2000-06-30,Veracruz,0.8845265142506554
2000-06-30,Yucatán,0.0533757171745292
2000-06-30,Zacatecas,0.8886600692373712
2001-06-30,Aguascalientes,0.1363205034009841
2001-06-30,Baja California,-0.3019896505057433
2001-06-30,Baja California Sur,0.2630770984321181
2001-06-30,Campeche,0.7344489020591299
2001-06-30,Coahuila,0.0051063829379707
2001-06-30,Colima,0.1370136421353659
2001-06-30,Chiapas,0.8410336572128208
2001-06-30,Chihuahua,0.3124374151856313
2001-06-30,Ciudad de México,0.35512380716614
2001-06-30,Durango,0.1261883617864901
2001-06-30,Guanajuato,0.2697513377722667
2001-06-30,Guerrero,0.3214074665203829
2001-06-30,Hidalgo,0.3800568346607073
2001-06-30,Jalisco,0.1434358934998989
2001-06-30,Estado de México,0.3637868433113873
2001-06-30,Michoacán,0.2745439895113702
2001-06-30,Morelos,0.3944374741842225
2001-06-30,Nayarit,0.1303571573893236
2001-06-30,Nuevo León,0.0845225312017639
2001-06-30,Oaxaca,0.5870917933571221
2001-06-30,Puebla,0.4499688789322035
2001-06-30,Querétaro,0.34354311282375
2001-06-30,Quintana Roo,0.6722229539394535
2001-06-30,San Luis Potosí,0.2330437249028885
2001-06-30,Sinaloa,0.2674430464978835
2001-06-30,Sonora,0.347830119359218
2001-06-30,Tabasco,0.7447821416848871
2001-06-30,Tamaulipas,0.3537426396507108
2001-06-30,Tlaxcala,0.425029941437102
2001-06-30,Veracruz,0.5192280371939919
2001-06-30,Yucatán,0.6679391173355523
2001-06-30,Zacatecas,0.0703452521075098
2002-06-30,Aguascalientes,0.7971647189567861
2002-06-30,Baja California,-0.2171717855664447
2002-06-30,Baja California Sur,0.4260293948796586
2002-06-30,Campeche,0.8575895300643472
2002-06-30,Coahuila,0.3114854722930392
2002-06-30,Colima,0.8983732978770432
2002-06-30,Chiapas,1.0917642892243302
2002-06-30,Chihuahua,0.3638744764202636
2002-06-30,Ciudad de México,0.901241608166971
2002-06-30,Durango,0.6360674461645877
2002-06-30,Guanajuato,0.8168168934530848
2002-06-30,Guerrero,0.84227379683679
2002-06-30,Hidalgo,0.8132257206115387
2002-06-30,Jalisco,0.8655087507275191
2002-06-30,Estado de México,0.9052140697979356
2002-06-30,Michoacán,0.9505568147922768
2002-06-30,Morelos,0.9347210944803168
2002-06-30,Nayarit,0.8531410494717692
2002-06-30,Nuevo León,0.4811423686489205
2002-06-30,Oaxaca,0.7807972594465198
2002-06-30,Puebla,0.9007380675908344
2002-06-30,Querétaro,0.8090522943827575
2002-06-30,Quintana Roo,0.7890050687684104
2002-06-30,San Luis Potosí,0.7275283141575372
2002-06-30,Sinaloa,0.6331483827842919
2002-06-30,Sonora,0.5137173567646444
2002-06-30,Tabasco,0.9961345628201684
2002-06-30,Tamaulipas,0.6477802362102492
2002-06-30,Tlaxcala,0.8319051971822935
2002-06-30,Veracruz,0.8531103001012923
2002-06-30,Yucatán,0.7297327301060343
2002-06-30,Zacatecas,0.70677165557835
2003-06-30,Aguascalientes,0.7111023968614846
2003-06-30,Baja California,0.0186532813677609
2003-06-30,Baja California Sur,0.509975062820876
2003-06-30,Campeche,1.0680844205210636
2003-06-30,Coahuila,0.1777936349465286
2003-06-30,Colima,0.8817140623975828
2003-06-30,Chiapas,1.3422914565256283
2003-06-30,Chihuahua,0.4457858108266103
2003-06-30,Ciudad de México,1.0392983867640386
2003-06-30,Durango,0.3301597114507503
2003-06-30,Guanajuato,0.8385817706536226
2003-06-30,Guerrero,1.058576894268147
2003-06-30,Hidalgo,0.968190589815427
2003-06-30,Jalisco,0.7773511169623738
2003-06-30,Estado de México,1.0214211400754591
2003-06-30,Michoacán,0.9805678143302062
2003-06-30,Morelos,1.2106029071284163
2003-06-30,Nayarit,0.7064010666355945
2003-06-30,Nuevo León,0.1834642821803173
2003-06-30,Oaxaca,1.0172589506231142
2003-06-30,Puebla,1.1996552202049289
2003-06-30,Querétaro,0.9067625549931312
2003-06-30,Quintana Roo,0.9320721431146824
2003-06-30,San Luis Potosí,0.6566163206004364
2003-06-30,Sinaloa,0.3201969388851639
2003-06-30,Sonora,0.561826499058818
2003-06-30,Tabasco,1.2492699268074432
2003-06-30,Tamaulipas,0.4918694598516909
2003-06-30,Tlaxcala,1.0441359222446611
2003-06-30,Veracruz,1.1338061461602322
2003-06-30,Yucatán,0.8872310817780538
2003-06-30,Zacatecas,0.504378809438745
2004-06-30,Aguascalientes,0.4882672891020675
2004-06-30,Baja California,-0.2766451648862699
2004-06-30,Baja California Sur,0.1223105716959647
2004-06-30,Campeche,1.0130813897349564
2004-06-30,Coahuila,-0.193764114962517
2004-06-30,Colima,0.7961402832844776
2004-06-30,Chiapas,1.2612295678255978
2004-06-30,Chihuahua,-0.4746073456665026
2004-06-30,Ciudad de México,0.8698471640172353
2004-06-30,Durango,0.2379825901428261
2004-06-30,Guanajuato,0.5553017959001946
2004-06-30,Guerrero,0.9042182437258408
2004-06-30,Hidalgo,0.7321927618807801
2004-06-30,Jalisco,0.7289780092615753
2004-06-30,Estado de México,0.807930097524328
2004-06-30,Michoacán,0.821505040327884
2004-06-30,Morelos,0.9828965982956164
2004-06-30,Nayarit,0.7662214614405782
2004-06-30,Nuevo León,0.1682128465357006
2004-06-30,Oaxaca,0.8451040259962312
2004-06-30,Puebla,1.0296932285799558
2004-06-30,Querétaro,0.6302503278329019
2004-06-30,Quintana Roo,0.8531121465260268
2004-06-30,San Luis Potosí,0.4466250295052916
2004-06-30,Sinaloa,0.090830665754147
2004-06-30,Sonora,-0.1714415605106349
2004-06-30,Tabasco,1.045031875018652
2004-06-30,Tamaulipas,0.4788265947192135
2004-06-30,Tlaxcala,0.880182959560361
2004-06-30,Veracruz,0.9788543495310378
2004-06-30,Yucatán,0.8229263779966731
2004-06-30,Zacatecas,0.4311627829661414
2005-06-30,Aguascalientes,1.1104643659199307
2005-06-30,Baja California,-0.0570742790679937
2005-06-30,Baja California Sur,0.2586998342642405
2005-06-30,Campeche,1.0840176792721314
2005-06-30,Coahuila,1.0250766633677757
2005-06-30,Colima,0.9099066147474392
2005-06-30,Chiapas,1.4204357763860296
2005-06-30,Chihuahua,0.6004653587430582
2005-06-30,Ciudad de México,1.4225296034987842
2005-06-30,Durango,0.7137941297664806
2005-06-30,Guanajuato,1.2101433770735608
2005-06-30,Guerrero,1.1428673863176533
2005-06-30,Hidalgo,1.3914070093703108
2005-06-30,Jalisco,1.0694915709475123
2005-06-30,Estado de México,1.380941102086332
2005-06-30,Michoacán,1.2179160128177693
2005-06-30,Morelos,1.393053069088459
2005-06-30,Nayarit,0.955933847138376
2005-06-30,Nuevo León,1.1182282699219253
2005-06-30,Oaxaca,0.9224782018666444
2005-06-30,Puebla,1.4684584749154
2005-06-30,Querétaro,1.3156547147518107
2005-06-30,Quintana Roo,0.8913758476058232
2005-06-30,San Luis Potosí,1.1801507725630058
2005-06-30,Sinaloa,0.2114439098896287
2005-06-30,Sonora,0.4514552877135113
2005-06-30,Tabasco,1.3138282854592425
2005-06-30,Tamaulipas,1.240438315820536
2005-06-30,Tlaxcala,1.4626800886143332
2005-06-30,Veracruz,1.371894229680784
2005-06-30,Yucatán,0.8254893871974904
2005-06-30,Zacatecas,1.0966420011663296
2006-06-30,Aguascalientes,1.506529090883887
2006-06-30,Baja California,0.3108843367240506
2006-06-30,Baja California Sur,0.6909436813761225
2006-06-30,Campeche,0.5422391744818942
2006-06-30,Coahuila,1.6506055845385097
2006-06-30,Colima,1.4095388281436962
2006-06-30,Chiapas,0.730587610450614
2006-06-30,Chihuahua,1.2729217115392166
2006-06-30,Ciudad de México,1.5872370460747744
2006-06-30,Durango,1.2766017702539432
2006-06-30,Guanajuato,1.5525859957819914
2006-06-30,Guerrero,1.3208071194417803
2006-06-30,Hidalgo,1.6224155717148854
2006-06-30,Jalisco,1.5178645619786106
2006-06-30,Estado de México,1.5783138160645809
2006-06-30,Michoacán,1.58171878749629
2006-06-30,Morelos,1.53492191406335
2006-06-30,Nayarit,1.4683804413766586
2006-06-30,Nuevo León,1.6353222637974547
2006-06-30,Oaxaca,0.9305417628163128
