cve_geo,cve_ent,date_year_month,anomaly_pr_mean,anomaly_tmmn_mean,anomaly_tmmx_mean,pdsi_mean,nombre_estado,mean_pdsi_categoria
00,00,1960-01-15,0.3433720891900023,0.6232504765602883,-0.3233624040131805,1.360042467566224,Nacional,Poca humedad
00,00,1961-01-15,0.8399861085244774,0.5286661850905079,-1.2069094253545176,-0.2971705664082397,Nacional,Condiciones normales
00,00,1962-01-15,-0.35301094536063,-1.2872453021603505,0.0413777362314621,-1.1210156172034649,Nacional,Sequía media
00,00,1963-01-15,-0.7051030416675496,-0.2982319426093139,0.0773989118591201,-2.3379345051460487,Nacional,Sequía moderada
00,00,1964-01-15,-0.2677009525270779,-0.7608941722422446,-0.5324808222037645,-1.0735043592713742,Nacional,Sequía media
00,00,1965-01-15,-0.1602815441687,0.7462274242257885,0.8251226582941592,-1.7456279790480642,Nacional,Sequía media
00,00,1966-01-15,0.0298878900676455,-0.4251590619351301,-1.9074699640414607,-0.1860762045359226,Nacional,Condiciones normales
00,00,1967-01-15,0.3933580284619999,-1.0507444027859263,0.2392130425059978,0.0731291900981028,Nacional,Condiciones normales
00,00,1968-01-15,-0.0311723868665013,0.4918500565730629,-0.3651385035014226,1.800947651643078,Nacional,Poca humedad
00,00,1969-01-15,-0.2129453817093097,1.206599174516161,1.3678178995582817,0.6821493396695375,Nacional,Humedad incipiente
00,00,1970-01-15,-0.4674344809242071,-0.7653329005461739,-0.3320739571370076,-0.7599390948867611,Nacional,Sequía incipiente
00,00,1971-01-15,-0.6844326769317322,0.4108747270848802,2.070917808035831,-1.603693818451514,Nacional,Sequía media
00,00,1972-01-15,-0.2603201348316456,0.9754709384648312,1.3551644910815073,0.7257461437967445,Nacional,Humedad incipiente
00,00,1973-01-15,-0.121458983797769,-0.2495939072083729,-0.3069420878964424,0.9433041068939322,Nacional,Humedad incipiente
00,00,1974-01-15,-0.3042344959839863,0.8955473224764526,1.4251746224963937,-0.1130323084433572,Nacional,Condiciones normales
00,00,1975-01-15,-0.0206297465011485,-0.08304161422827,0.186191643883897,-0.4686935006707482,Nacional,Condiciones normales
00,00,1976-01-15,-0.5693184964401223,-0.9920843090155712,-0.2102218673409271,-1.8906958189832797,Nacional,Sequía media
00,00,1977-01-15,-0.2507751597507748,0.0933291891379822,-1.1812519067825404,2.067471291519807,Nacional,Humedad moderada
00,00,1978-01-15,-0.2911836761679533,0.0159734962479017,0.0877568238139595,-1.131279730994662,Nacional,Sequía media
00,00,1979-01-15,0.2827070391237697,-0.4549060199864265,-1.4791228029392156,2.4264503010033547,Nacional,Humedad moderada
00,00,1980-01-15,0.7360044027568149,0.6703296250298986,1.0681481332766365,-0.9609427894405536,Nacional,Sequía incipiente
00,00,1981-01-15,1.660741464564326,0.5301742701458472,-1.33327089880224,1.030272621862868,Nacional,Poca humedad
00,00,1982-01-15,-0.4794517765088261,0.2514641775612914,1.4394800409796369,0.521043083325176,Nacional,Humedad incipiente
00,00,1983-01-15,0.3330685334571986,0.4563707324004281,-0.9016096167978592,-0.0627200446020302,Nacional,Condiciones normales
00,00,1984-01-15,1.4154901428300726,0.0780499056193709,-1.190038541486394,2.415264271116175,Nacional,Humedad moderada
00,00,1985-01-15,0.397161722702699,-0.6542626743590539,-1.59787263612387,2.951904020341748,Nacional,Humedad moderada
00,00,1986-01-15,-0.5192227830930419,-0.1936348013683584,1.459712176709938,0.2638493044396999,Nacional,Condiciones normales
00,00,1987-01-15,-0.2077264204365446,-0.731090984212219,0.2160053006773662,0.3536370930165357,Nacional,Condiciones normales
00,00,1988-01-15,-0.3001315879976165,-0.8061938813945616,-0.225089421242142,-1.496138322851661,Nacional,Sequía media
00,00,1989-01-15,-0.2252427500139062,0.7782382729172845,1.2333735662588226,-0.8341773747440901,Nacional,Sequía incipiente
00,00,1990-01-15,-0.2956356521187231,0.9358028370101092,1.0710348977305535,-0.9264971020505944,Nacional,Sequía incipiente
00,00,1991-01-15,-0.3337839263332132,0.7178307214127336,0.577831676842303,1.2603761150798547,Nacional,Poca humedad
00,00,1992-01-15,1.6320277131491197,0.9304480664670024,-2.176338268406255,2.6014292319809944,Nacional,Humedad moderada
00,00,1993-01-15,0.3251289796748773,2.175796268496998,0.8646316658530373,0.460056608419639,Nacional,Condiciones normales
00,00,1994-01-15,-0.1692804769956751,0.5301914036958963,1.4844828207787628,-0.8779302714607146,Nacional,Sequía incipiente
00,00,1995-01-15,-0.3655748110098497,1.1484680800814933,1.0682596578941186,-1.5778819128180204,Nacional,Sequía media
00,00,1996-01-15,-0.654150509022496,-0.7770780625881513,2.258296220686385,-1.836731333098991,Nacional,Sequía media
00,00,1997-01-15,-0.1804519641783779,0.1159555134561253,0.3568532611235194,-1.3416539558267642,Nacional,Sequía media
00,00,1998-01-15,-0.7361881291500705,0.8861083879281078,2.2359530382621515,-1.2158628883157825,Nacional,Sequía media
00,00,1999-01-15,-0.8619430305339716,0.6107009808337797,1.8151522784373293,-0.7457502275928725,Nacional,Sequía incipiente
00,00,2000-01-15,-0.7318666296690172,1.1400398097395823,1.9006937107504511,-1.5530977599351117,Nacional,Sequía media
00,00,2001-01-15,-0.4135892208124733,0.8658404509836347,-0.4553174179951456,-1.2346140309764302,Nacional,Sequía media
00,00,2002-01-15,-0.4401353707738514,0.9293289771797708,1.224723913856986,-2.2587358790078644,Nacional,Sequía moderada
00,00,2003-01-15,-0.4148539147363399,1.2170276831153737,1.0878710761802706,-0.8822251706956387,Nacional,Sequía incipiente
